pan_troglodytes	Pan troglodytes	Pan	Hominidae	Primates	Mammalia	Chordata
cynoglossus_semilaevis	Cynoglossus semilaevis	Cynoglossus	Cynoglossidae	Pleuronectiformes	Actinopteri	Chordata
catharus_ustulatus	Catharus ustulatus	Catharus	Turdidae	Passeriformes	Aves	Chordata
piliocolobus_tephrosceles	Piliocolobus tephrosceles	Piliocolobus	Cercopithecidae	Primates	Mammalia	Chordata
anas_platyrhynchos_platyrhynchos	Anas platyrhynchos platyrhynchos	Anas	Anatidae	Anseriformes	Aves	Chordata
oncorhynchus_mykiss	Oncorhynchus mykiss	Oncorhynchus	Salmonidae	Salmoniformes	Actinopteri	Chordata
lepisosteus_oculatus	Lepisosteus oculatus	Lepisosteus	Lepisosteidae	Semionotiformes	Actinopteri	Chordata
delphinapterus_leucas	Delphinapterus leucas	Delphinapterus	Monodontidae	Artiodactyla	Mammalia	Chordata
camelus_dromedarius	Camelus dromedarius	Camelus	Camelidae	Artiodactyla	Mammalia	Chordata
mus_pahari	Mus pahari	Mus	Muridae	Rodentia	Mammalia	Chordata
rhinopithecus_roxellana	Rhinopithecus roxellana	Rhinopithecus	Cercopithecidae	Primates	Mammalia	Chordata
tetraodon_nigroviridis	Tetraodon nigroviridis	Tetraodon	Tetraodontidae	Tetraodontiformes	Actinopteri	Chordata
apteryx_rowi	Apteryx rowi	Apteryx	Apterygidae	Apterygiformes	Aves	Chordata
junco_hyemalis	Junco hyemalis	Junco	Passerellidae	Passeriformes	Aves	Chordata
accipiter_nisus	Accipiter nisus	Accipiter	Accipitridae	Accipitriformes	Aves	Chordata
